sample_idx,is_outlier,iforest_score,label,abs_label,text_std,audio_std,vision_std,text_jump,audio_jump,vision_jump
54,0,0.0689059995986077,-0.6666667,0.6666667,1.290039,0.92688394,1.1326739,1.3214378,0.4567195,0.3231839
55,0,0.1618896503660871,-2.0,2.0,0.96681046,0.74725604,0.84723264,0.6859347,0.22585553,0.20825426
56,0,0.017291814028489,-0.33333334,0.33333334,1.4111937,1.0055065,1.4357582,1.5980062,0.5630101,0.45568785
57,0,0.045911480246928,1.6666666,1.6666666,1.3651396,1.2499942,1.3727417,1.432163,0.66701657,0.5629164
58,0,0.0145378544003057,1.0,1.0,1.4018168,1.2461058,1.3129059,1.5226505,0.68876225,0.53766465
59,0,0.1337132920666655,1.3333334,1.3333334,1.1147016,1.0658333,1.2674552,0.9140173,0.4270779,0.3912406
60,0,0.0573802397811718,0.6666667,0.6666667,1.353721,1.1781611,1.3227874,1.3393048,0.5781613,0.52021503
61,0,0.1248504358692914,2.0,2.0,1.1071156,1.08661,1.0611666,0.9335973,0.4378824,0.3271683
62,0,0.1748267067135919,1.6666666,1.6666666,0.8123838,0.94763726,1.0078158,0.4808959,0.26372927,0.2778283
63,0,0.1276124188571241,1.0,1.0,1.1631284,0.99488205,1.0757935,0.96224105,0.38108465,0.33101687
64,0,0.1076107743875051,0.6666667,0.6666667,1.2387893,1.1724125,1.2229892,1.1313967,0.49187565,0.42727473
65,0,0.173960986663837,1.3333334,1.3333334,0.77745223,0.6538098,0.59937304,0.42990062,0.14760457,0.09425405
66,0,0.1322852788624973,0.33333334,0.33333334,1.084529,0.7916625,0.7572839,0.89834183,0.30808917,0.18571721
67,0,0.1600186186181739,1.6666666,1.6666666,0.9109846,0.7122794,0.6346396,0.6395694,0.21568118,0.11304508
68,0,0.1476293722237111,0.0,0.0,1.0375466,0.7947093,0.81066304,0.82967204,0.29507735,0.15930083
69,0,0.1786075495816101,0.33333334,0.33333334,0.84791297,0.7584806,0.7544826,0.5730914,0.21874134,0.16029403
70,0,0.1650266297799027,0.0,0.0,0.95860523,0.771466,0.6665987,0.7725951,0.2556626,0.12884893
71,0,0.1537890663992159,1.0,1.0,0.9824326,0.79684645,0.7883665,0.74873424,0.27057475,0.16935976
72,0,0.1767425661512517,0.6666667,0.6666667,0.7463399,0.6810872,0.6119035,0.39878488,0.13444291,0.080125794
73,0,0.1768047333035171,0.33333334,0.33333334,0.7098193,0.7056143,0.633541,0.39993906,0.15161136,0.10153062
74,0,0.1432295831747053,0.6666667,0.6666667,1.1146646,0.7753663,0.84335613,0.8997647,0.276115,0.16660258
75,0,0.1597604655271873,0.6666667,0.6666667,0.95463896,0.7737196,0.7738013,0.7157731,0.24828018,0.11193828
76,0,0.1642103072725049,0.0,0.0,0.93959045,0.7064998,0.767258,0.60078394,0.18947223,0.12252509
77,0,0.1443250105018149,0.33333334,0.33333334,1.1056949,0.78025347,0.736281,0.82794577,0.2590491,0.14260416
78,0,0.0166383126080267,1.3333334,1.3333334,1.4807695,0.9375666,0.827168,1.6414623,0.49134475,0.2700169
79,0,0.1693889119676835,0.6666667,0.6666667,0.8156437,0.67913455,0.6736842,0.4751459,0.14216295,0.095847175
80,0,0.1719120193603917,0.33333334,0.33333334,0.7955618,0.6764842,0.64226156,0.44662732,0.13151287,0.098712124
81,0,0.1601347613713122,0.33333334,0.33333334,0.9180198,0.74695927,0.79224163,0.6577985,0.23918988,0.16023757
82,0,0.1689906147477616,0.0,0.0,0.6882177,0.7348866,0.8834815,0.3520824,0.18623406,0.09455457
83,0,0.1727363169772849,2.0,2.0,0.7658665,0.8087712,1.020088,0.45395014,0.2447873,0.17206474
84,0,0.1529393842337889,1.6666666,1.6666666,0.8753781,0.92474484,1.1593394,0.6261052,0.29176718,0.28972203
85,0,0.1702446916115989,0.6666667,0.6666667,0.71555644,0.7556901,0.8314271,0.37965918,0.17571032,0.22454713
86,0,0.1676229952834817,1.0,1.0,0.68970054,0.7547905,1.0370178,0.37275153,0.18330641,0.18381633
87,0,0.1675553976510609,0.0,0.0,0.70648843,0.81148034,0.9591219,0.37177256,0.2069117,0.17795458
88,0,0.1711450571105438,0.6666667,0.6666667,0.7522806,0.80822814,0.8688436,0.41912153,0.21118349,0.19383445
89,0,0.1756435389872053,0.33333334,0.33333334,0.63810635,0.72407025,0.80619496,0.29420778,0.13046889,0.15587646
90,0,0.1734716696427308,1.3333334,1.3333334,0.6036242,0.64326257,0.73369616,0.262138,0.12401909,0.18836403
91,0,0.1555394126694814,1.0,1.0,0.96251786,0.9413303,1.4034184,0.73561007,0.33921993,0.42352533
92,0,0.1592182853480783,0.0,0.0,0.9522514,0.75322205,1.0662291,0.6685555,0.23993358,0.25340402
93,0,0.1685590852628518,-0.6666667,0.6666667,0.84213024,0.6942282,0.9095804,0.5228999,0.18016276,0.1778525
94,0,0.0866684413836071,0.33333334,0.33333334,1.1926076,0.8607066,1.0395693,1.1032395,0.38894963,0.29907238
95,0,0.116424914258003,-0.6666667,0.6666667,1.104954,0.87853366,0.9795728,0.9664339,0.343737,0.2992159
96,0,0.0398822814565154,0.6666667,0.6666667,1.4767642,0.94952965,1.2246486,1.6550051,0.5847754,0.24400954
97,0,0.133979182105168,-0.33333334,0.33333334,1.065611,0.7975973,1.0251158,0.8555607,0.32664955,0.15881227
98,0,0.1550947737185647,-0.6666667,0.6666667,1.0565745,0.77454144,0.86129767,0.80073893,0.27969185,0.1243342
99,0,0.1641444384175329,0.0,0.0,0.8975428,0.7126795,0.8016224,0.5516757,0.2158063,0.10437611
100,0,0.0008024986331424,-0.33333334,0.33333334,1.4291822,0.9592851,1.1608437,1.5511347,0.58225703,0.30403003
101,0,0.1381078959677066,0.0,0.0,0.8482418,6.7763762,0.35658845,0.5676801,1.3421218,0.034569442
102,0,0.1603615066316344,0.0,0.0,0.9482335,3.4146852,0.78443205,0.6621392,0.6589963,0.11984149
103,0,0.1446344832578255,0.0,0.0,0.8481369,5.8706355,0.46190038,0.51520914,1.1487485,0.040318877
104,0,0.1684288143142879,1.3333334,1.3333334,0.85721946,1.0521835,0.8562299,0.5189866,0.22854286,0.19045031
105,0,0.1512321519754473,0.0,0.0,1.0008367,1.2718294,0.90617,0.78947467,0.3178402,0.23665473
106,0,0.1774109640722239,0.0,0.0,0.7454108,0.8152565,0.8368192,0.4191589,0.1552531,0.15102187
107,0,0.1626280715918997,0.33333334,0.33333334,0.7188757,0.9213717,0.9082442,0.38989368,0.15505604,0.1343849
108,0,0.1272612632742055,0.0,0.0,0.9930338,1.1563094,0.97975665,0.83007747,0.37504348,0.30645326
109,0,0.173840791143747,-0.33333334,0.33333334,0.81749505,1.053799,0.9797397,0.5344628,0.2452531,0.15554436
110,0,0.1819831487895727,0.0,0.0,0.6035956,0.6849843,0.528137,0.26902732,0.1347462,0.076289885
111,0,0.1724196661927859,0.0,0.0,0.7661844,0.76308954,0.52895707,0.48786053,0.19780213,0.07026316
112,0,0.1641239217450368,0.33333334,0.33333334,0.9277841,0.8397363,0.56784827,0.64602,0.27387732,0.10454176
113,0,0.1758325800252538,0.6666667,0.6666667,0.8493073,0.82202154,0.68888336,0.51195157,0.21719694,0.14812532
114,1,-0.0022749041116867,-0.6666667,0.6666667,1.4017828,1.246778,0.8810496,1.4885573,0.73523426,0.40696
115,0,0.1400958686782774,-0.6666667,0.6666667,1.0848234,0.92907023,0.9394846,0.90319544,0.3903348,0.2759584
116,0,0.1537016003306155,0.33333334,0.33333334,0.9155695,0.8069639,0.6071882,0.68804926,0.31435022,0.18235967
117,0,0.0141222296956659,0.33333334,0.33333334,1.2141718,0.9967276,0.9459503,1.3247012,0.58004457,0.27334642
118,0,0.1521287053888135,0.0,0.0,0.952771,1.1272118,0.7424652,0.63756615,0.3971543,0.20330954
119,0,0.1668681983279898,0.0,0.0,0.89940625,0.96754277,0.6658468,0.5711125,0.30408126,0.12817769
120,0,0.0951571802338699,0.0,0.0,1.2415915,1.3906884,0.8099374,1.1884104,0.6590944,0.22208291
121,0,0.1695088794429398,0.0,0.0,0.8725519,1.0800732,0.61876243,0.55645967,0.30377334,0.12450234
122,0,0.1481127702242379,0.0,0.0,0.9680016,1.1219345,0.72532415,0.7542944,0.44713637,0.17540772
123,0,0.1671990058599023,0.0,0.0,0.8721605,1.1039317,0.71487,0.6086857,0.38057813,0.14906377
124,0,0.1612713995159376,0.6666667,0.6666667,0.9199839,0.8913838,0.9968069,0.61435735,0.28794315,0.25248817
125,0,0.1180863893207233,1.0,1.0,1.0592079,1.1166185,1.0904628,0.87615174,0.4355093,0.3872134
126,0,0.0375446963496086,1.3333334,1.3333334,1.2312986,1.1566446,1.1861854,1.2532868,0.5602275,0.46799847
127,0,0.1236129505744005,1.0,1.0,1.1537527,1.0671252,1.4672123,0.85078245,0.39069408,0.30863926
128,0,0.1175563735141838,1.3333334,1.3333334,1.1006716,1.1496454,1.0386158,0.9642072,0.60839486,0.3399064
129,0,0.1422382396102662,0.33333334,0.33333334,0.9442844,1.0258124,0.994609,0.70944756,0.40478402,0.1990951
130,0,0.1096770878055,0.6666667,0.6666667,1.2028513,1.0630318,1.1177586,1.029007,0.42114705,0.2950109
131,0,0.1297571950685701,0.33333334,0.33333334,1.0716941,0.8539936,1.1718476,0.8787217,0.34405267,0.33553904
132,0,0.1695632943940824,0.33333334,0.33333334,0.77999234,0.67089456,0.92994297,0.39052963,0.14521688,0.20672934
133,0,0.1386063452693783,-1.3333334,1.3333334,1.0667117,0.84093904,1.1588528,0.7996224,0.279321,0.3851645
134,0,0.0995588275719836,-0.33333334,0.33333334,1.1188843,0.90091056,1.2693725,0.92503446,0.35855395,0.46417034
135,0,0.1373198762156791,1.0,1.0,1.1000878,0.77456874,0.97075784,0.77270097,0.27725682,0.3222512
136,0,0.1703270907548753,0.0,0.0,0.8652071,0.703648,0.8158588,0.49624804,0.17418711,0.16069677
137,0,0.0842638249866741,0.0,0.0,1.2230066,0.9464703,1.3066498,1.1451817,0.42576495,0.4133532
138,0,0.133085370638632,0.6666667,0.6666667,1.0544369,0.85005987,1.1898575,0.7941376,0.28263837,0.38113317
139,0,0.1501246440691093,0.0,0.0,1.0102859,0.8413144,0.96064675,0.70990527,0.2678479,0.25395256
140,0,0.0398060445584391,0.33333334,0.33333334,1.3423395,0.94355786,1.0739732,1.3822812,0.516991,0.21305597
141,0,0.1484546059132175,0.6666667,0.6666667,0.999137,0.81802094,0.8567539,0.7691313,0.3100864,0.1607931
142,0,0.1810559258066377,0.0,0.0,0.8779434,0.72533643,0.7562319,0.5917924,0.22460714,0.115794495
143,0,0.1136553301927926,0.33333334,0.33333334,1.2924582,0.8752299,1.0207437,1.1686705,0.39322436,0.2179994
144,0,0.0805759028387003,0.6666667,0.6666667,1.2371162,0.9305399,0.9960883,1.1887524,0.49262983,0.21018532
145,0,0.049167463218447,0.0,0.0,1.3078673,1.0211195,1.0492426,1.3502357,0.5711712,0.27187395
146,0,0.1762002803052995,0.33333334,0.33333334,0.9351116,0.70674956,0.7089251,0.5505732,0.20078442,0.10048134
147,0,0.1637987172172137,0.6666667,0.6666667,0.85763305,0.8712776,0.69646674,0.58038783,0.27353504,0.105895214
148,0,0.0963456225397655,0.0,0.0,1.236924,1.1059873,0.90520054,1.1493402,0.45363376,0.23615883
149,0,0.1123915429894452,0.0,0.0,1.1231277,1.1316965,0.8610827,0.9983512,0.43784684,0.1945381
150,0,0.119719572000877,0.0,0.0,0.9722809,1.0825622,1.0121359,0.7874397,0.36004144,0.054327726
151,0,0.0974686802733878,0.33333334,0.33333334,1.1017938,1.2057564,0.7421198,1.0394218,0.54401636,0.109671384
152,0,0.1641698505889443,0.0,0.0,0.8594498,0.89962965,0.5950512,0.49606082,0.20233884,0.038575325
153,0,0.1395834617302291,0.0,0.0,1.1198673,1.086784,0.82328624,0.9915149,0.41505596,0.11558278
154,0,0.1411733582304593,0.33333334,0.33333334,0.9584536,0.9220377,1.6235449,0.7308767,0.26923037,0.2685935
155,0,0.1578953177174309,1.0,1.0,0.8373192,0.86899805,1.615387,0.53474164,0.24218771,0.26720664
156,0,0.1485120980929447,0.6666667,0.6666667,0.8636422,0.8992564,0.7907335,0.5514384,0.24067472,0.12056593
157,0,0.1671699030913429,0.6666667,0.6666667,0.8839941,0.81254935,1.2774708,0.5662152,0.24131021,0.34096602
158,0,0.1663488374464719,0.0,0.0,0.6823699,0.71370065,0.78819615,0.30233985,0.14082249,0.15677841
159,0,0.1635236755849708,-0.6666667,0.6666667,0.8251629,0.77840835,1.1769103,0.53178823,0.22029291,0.36814708
160,0,0.1147516358574254,-0.33333334,0.33333334,1.071096,0.97757643,1.2192848,0.93480283,0.37581712,0.40440902
161,0,0.1591010032689691,-0.33333334,0.33333334,0.91585886,0.81647664,0.82239974,0.6427738,0.26120448,0.29358768
162,0,0.1653361641224005,0.6666667,0.6666667,0.7254437,0.7413299,0.8042642,0.39612463,0.15917057,0.1622397
163,0,0.1767971814861345,0.0,0.0,0.72284,0.70940465,0.45731848,0.4014982,0.13503525,0.036914717
164,0,0.1080833076460064,0.33333334,0.33333334,1.1717867,0.91079533,0.9148583,1.0804797,0.38061598,0.29881945
165,0,0.1729214938998906,0.33333334,0.33333334,0.72588325,0.64806676,0.62941194,0.3865766,0.14322487,0.111605026
166,0,0.1778009509616641,1.3333334,1.3333334,0.66438425,0.65609884,0.7048797,0.33480728,0.115552686,0.12623511
167,0,0.1571863276515209,0.6666667,0.6666667,0.8844111,0.7299954,0.82374465,0.62342477,0.23654814,0.17649242
168,0,0.1647997463837601,1.0,1.0,0.7572525,0.75318503,0.32956067,0.42964873,0.13809423,0.0
169,0,0.1759303527753103,1.3333334,1.3333334,0.70388526,0.7343111,0.70995,0.36986646,0.17424402,0.1358547
170,0,0.1745698933265614,0.33333334,0.33333334,0.77988374,0.74961716,0.67338884,0.39338845,0.16631107,0.12520896
171,0,0.1625404153390221,0.33333334,0.33333334,0.87840146,0.7487656,0.6678332,0.5012329,0.18670446,0.14353938
172,0,0.1555006411947946,0.6666667,0.6666667,0.8862211,0.82991993,0.9633105,0.6822508,0.28069866,0.28771678
173,0,0.1766689798063366,0.6666667,0.6666667,0.7136176,0.6897734,0.60573363,0.35816273,0.15050596,0.13424538
174,0,0.1762733371339309,2.3333333,2.3333333,0.7420346,0.62497413,0.5595272,0.32626972,0.1166991,0.103174925
175,0,0.1687891451901624,-0.6666667,0.6666667,0.61816335,0.7285402,0.8188589,0.26530233,0.13633874,0.10089428
176,0,0.1585127494356916,-0.33333334,0.33333334,0.9056113,1.043439,1.2701035,0.6366954,0.28264105,0.2407881
177,0,0.1249732807061265,-0.6666667,0.6666667,1.0315622,1.1908493,1.0946376,0.8397218,0.4240758,0.3050338
178,0,0.1290053173141296,0.33333334,0.33333334,1.0331903,0.97345674,0.7058279,0.86811143,0.38313293,0.19121955
179,0,0.1710890124435974,0.33333334,0.33333334,0.8313414,0.9327901,0.37077087,0.5408606,0.24369931,0.034980424
180,0,0.1794665429322613,0.0,0.0,0.66450495,0.78173363,0.60554224,0.33858937,0.23004043,0.13245969
181,0,0.1527765440534367,1.6666666,1.6666666,0.90981567,0.8495133,0.7090876,0.6560802,0.32065368,0.1647833
182,0,0.1714026346967198,0.6666667,0.6666667,0.7580137,0.73650944,0.6742857,0.49330172,0.23819934,0.14605646
183,0,0.169675044652647,1.0,1.0,0.8210048,0.8368868,0.6361097,0.57214594,0.3230505,0.16035658
184,0,0.1051387453482151,0.0,0.0,1.2982957,0.7882285,1.1923311,1.09449,0.39097682,0.35446337
185,0,0.148156669846654,0.6666667,0.6666667,0.9778877,0.7870678,1.0275116,0.774621,0.28352678,0.29613075
186,0,0.1152141129464734,0.0,0.0,1.2389879,0.81424534,1.3146812,1.0856477,0.3865185,0.3716026
187,0,0.078812316598562,0.0,0.0,1.2894081,0.87692714,1.1874496,1.2154684,0.41831845,0.3528297
188,0,0.1255235095623889,0.0,0.0,1.1939758,0.81506467,1.0474491,0.99893576,0.3702177,0.30504826
189,0,0.1563606089261482,0.0,0.0,1.0586716,0.777236,0.9709366,0.8290098,0.30260384,0.23649491
190,0,0.0919212215785632,0.6666667,0.6666667,1.2689778,0.8924912,1.3615294,1.2340742,0.4685303,0.4885106
191,0,0.1683461183472693,0.0,0.0,0.8458555,0.7021846,0.8502249,0.51568574,0.19825046,0.17894034
192,0,0.1623443413041529,0.0,0.0,0.84856755,0.6788112,0.83554375,0.51757354,0.17529999,0.17166603
193,0,0.1597490802700301,0.0,0.0,0.82117134,0.69267267,0.9410154,0.48310065,0.1848004,0.19910957
194,0,0.1743928182246232,0.0,0.0,0.77845293,0.6543099,0.796601,0.40100685,0.14937727,0.11985372
195,0,0.174034407750136,0.33333334,0.33333334,0.70711124,0.67417735,0.64551276,0.35861522,0.15647562,0.08729232
196,0,0.1593498215920484,0.0,0.0,0.87143785,0.72049016,0.87675655,0.53441364,0.2032894,0.17548859
197,0,0.1727663564659308,0.0,0.0,0.66726905,0.60150814,0.66455084,0.24851088,0.09270508,0.0947838
198,0,0.1263235283006638,0.6666667,0.6666667,1.1828637,0.8097258,1.2233597,0.9734672,0.34922332,0.33732206
199,0,0.1276208864969759,0.33333334,0.33333334,1.2094425,0.8859797,1.2208992,1.1087697,0.4340329,0.41245887
200,0,0.1501476232527294,0.33333334,0.33333334,0.98702896,0.7818144,0.97320026,0.72728926,0.28283012,0.25143072
201,0,0.162038084586887,0.0,0.0,0.86384994,0.7031906,0.84267026,0.5416816,0.21910457,0.17463358
202,0,0.1429460791368249,-0.6666667,0.6666667,1.0707816,0.81401956,1.1497462,0.808065,0.33489293,0.2763223
203,0,0.1254536517466858,0.0,0.0,1.124227,0.7775827,1.0546292,0.8720569,0.32458124,0.26667184
204,0,0.0879985546408441,1.0,1.0,1.2726834,0.92945117,1.2791766,1.2130793,0.45821437,0.3805637
205,0,0.069525301975436,0.33333334,0.33333334,1.2794147,0.9438278,1.3608547,1.3085436,0.48837718,0.41361028
206,0,0.1680204964130903,0.0,0.0,0.72717386,0.6352904,0.762051,0.35516825,0.14311485,0.12787111
207,0,0.0856204363860142,0.0,0.0,1.3067522,0.8779835,1.2512316,1.293005,0.46833262,0.44106427
208,0,0.1807954123579435,0.33333334,0.33333334,0.65330005,0.65983355,0.8012156,0.30303675,0.14750382,0.11129587
209,0,0.097371218042752,0.0,0.0,1.2796478,0.8702792,1.3541669,1.2730036,0.4738592,0.43374792
210,0,0.1542801889678693,0.0,0.0,0.9357752,0.78140515,0.8465573,0.6442435,0.24284959,0.1831039
211,0,0.1358546252861581,0.33333334,0.33333334,1.183402,0.7922839,1.1750016,0.9518992,0.33066565,0.2947492
212,0,0.1765451984943867,0.0,0.0,0.63421136,0.6125753,0.5946632,0.27169895,0.1194341,0.08819892
213,0,0.124107700770498,0.33333334,0.33333334,1.118013,0.74833333,1.3847469,0.9313325,0.29804865,0.25695392
214,0,0.1646395625730165,1.0,1.0,0.9477363,0.68385625,1.1412492,0.61753875,0.18706976,0.16272676
215,0,0.1168134301431287,1.3333334,1.3333334,1.1152707,0.8186888,1.473186,1.0402822,0.42106473,0.26397243
216,0,0.0143253960264518,0.6666667,0.6666667,1.456333,0.9172128,1.6180515,1.5497895,0.53626025,0.3917762
217,0,0.0512475367415706,0.6666667,0.6666667,1.3373593,0.8343045,1.5801535,1.3783793,0.47756693,0.33120605
218,0,0.1142632724375957,0.0,0.0,1.1460959,0.78766906,1.4846271,1.0035588,0.38049105,0.28391093
219,0,0.1194882845795583,0.0,0.0,1.193538,0.77612704,1.53246,1.0590079,0.36718845,0.34700876
220,0,0.0154714098674845,0.0,0.0,1.3452952,0.9026624,1.6705562,1.4529682,0.53214693,0.39309403
221,0,0.1733612005373054,0.0,0.0,0.7796789,0.7490184,0.6849085,0.45485076,0.21230984,0.11219306
222,0,0.1396193921410478,1.6666666,1.6666666,1.1148244,0.9080338,0.93168,0.97782195,0.39678377,0.22707416
223,0,0.1404425629140327,0.33333334,0.33333334,1.1256342,0.8492191,0.8573039,0.8980405,0.3319465,0.19153099
224,0,0.1585799339160654,0.33333334,0.33333334,0.94732016,0.8822627,1.0323359,0.7054146,0.31601948,0.13875453
225,0,0.1644999788858582,0.33333334,0.33333334,0.8393581,0.8076253,0.8023733,0.47986168,0.24822876,0.057829686
226,0,0.1653321264295966,0.33333334,0.33333334,0.8479302,0.73041326,0.73418397,0.43689498,0.14846897,0.058443937
227,0,0.1162022690729873,1.6666666,1.6666666,1.1727023,0.87202805,1.0336,0.84714395,0.3533613,0.25206095
228,0,0.1653785937539746,0.33333334,0.33333334,0.8150525,0.73796636,0.8551586,0.50415045,0.22376686,0.07129878
229,0,0.1761677490896275,0.0,0.0,0.6930063,0.64876086,0.59838045,0.28954962,0.13534652,0.07095584
230,0,0.1703925405541886,0.0,0.0,0.94441664,0.7771482,0.71695733,0.63094515,0.23836704,0.13578883
231,0,0.1659206197745089,0.0,0.0,0.8678039,0.7316433,0.62955225,0.48267844,0.18104939,0.08498361
232,0,0.1740619644349531,0.33333334,0.33333334,0.81894445,0.8448181,0.84367007,0.4892152,0.23174857,0.2543645
233,0,0.1501709281779526,-0.33333334,0.33333334,1.0282985,0.83226717,1.0439612,0.8830478,0.3530458,0.29790086
234,0,0.1438938499335927,0.6666667,0.6666667,0.97167546,0.78323317,0.9353893,0.7949588,0.31002116,0.25628418
